==============================================================================
NEW TEST STARTED -> REFERENCE ANGLE: 0.0000 rad
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V)
910,-0.70000,-0.70000,-0.69972,2,-0.70,0.10915
915,-0.70000,-0.70000,-0.68544,2,-0.70,0.15658
920,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00007
925,-0.70000,-0.70000,-0.69972,2,-0.70,0.00898
930,-0.70000,-0.70000,-0.68544,2,-0.70,0.15656
935,-0.70000,-0.70000,-0.68544,2,-0.70,0.13462
940,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59513
945,-0.70000,-0.70000,-0.69972,2,-0.70,0.00005
950,-0.70000,-0.70000,-0.68544,2,-0.70,0.13293
955,-0.70000,-0.70000,-0.68544,2,-0.70,0.12682
960,-0.70000,-0.70000,-0.69972,2,-0.70,0.00428
965,-0.70000,-0.70000,-0.68544,2,-0.70,0.13028
970,-0.70000,-0.70000,-0.68544,2,-0.70,0.12714
975,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59220
980,-0.70000,-0.70000,-0.68544,2,-0.70,0.14647
985,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60447
990,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58991
995,-0.70000,-0.70000,-0.69972,2,-0.70,0.09417
1000,-0.70000,-0.70000,-0.69972,2,-0.70,0.00147
1005,-0.70000,-0.70000,-0.69972,2,-0.70,0.09058
1010,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57654
1015,-0.70000,-0.70000,-0.69972,2,-0.70,0.09351
1020,-0.70000,-0.70000,-0.69972,2,-0.70,0.00244
1025,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58875
1030,-0.70000,-0.70000,-0.68544,2,-0.70,0.14247
1035,-0.70000,-0.70000,-0.68544,2,-0.70,0.13294
1040,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59974
1045,-0.70000,-0.70000,-0.68544,2,-0.70,0.14325
1050,-0.70000,-0.70000,-0.68544,2,-0.70,0.12810
1055,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61137
1060,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65929
1065,-0.70000,-0.70000,-0.68544,2,-0.70,0.14318
1070,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00750
1075,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60352
1080,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00185
1085,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56570
1090,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55344
1095,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61663
1100,-0.70000,-0.70000,-0.68544,2,-0.70,0.11642
1105,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60693
1110,-0.70000,-0.70000,-0.69972,2,-0.70,0.00068
1115,-0.70000,-0.70000,-0.68544,2,-0.70,0.14913
1120,-0.70000,-0.70000,-0.69972,2,-0.70,0.00272
1125,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58861
1130,-0.70000,-0.70000,-0.68544,2,-0.70,0.15648
1135,-0.70000,-0.70000,-0.69972,2,-0.70,0.00506
1140,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58313
1145,-0.70000,-0.70000,-0.69972,2,-0.70,0.10628
1150,-0.70000,-0.70000,-0.68544,2,-0.70,0.14051
1155,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59870
1160,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59213
1165,-0.70000,-0.70000,-0.68544,2,-0.70,0.13194
1170,-0.70000,-0.70000,-0.69972,2,-0.70,-0.57037
1175,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60661
1180,-0.70000,-0.70000,-0.68544,2,-0.70,0.13931
1185,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00293
1190,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59750
1195,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59055
1200,-0.70000,-0.70000,-0.67116,2,-0.70,0.20550
1205,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60058
1210,-0.70000,-0.70000,-0.68544,2,-0.70,0.15142
1215,-0.70000,-0.70000,-0.69972,2,-0.70,0.00425
1220,-0.70000,-0.70000,-0.68544,2,-0.70,0.13613
1225,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58687
1230,-0.70000,-0.70000,-0.68544,2,-0.70,0.14706
1235,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55009
1240,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00102
1245,-0.70000,-0.70000,-0.68544,2,-0.70,0.14084
1250,-0.70000,-0.70000,-0.68544,2,-0.70,0.12920
1255,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60787
1260,-0.70000,-0.70000,-0.69972,2,-0.70,0.00878
1265,-0.70000,-0.70000,-0.68544,2,-0.70,0.14083
1270,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00918
1275,-0.70000,-0.70000,-0.69972,2,-0.70,0.00967
1280,-0.70000,-0.70000,-0.68544,2,-0.70,0.15392
1285,-0.70000,-0.70000,-0.69972,2,-0.70,0.00201
1290,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58676
1295,-0.70000,-0.70000,-0.69972,2,-0.70,0.09691
1300,-0.70000,-0.70000,-0.68544,2,-0.70,0.14422
1305,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60222
1310,-0.70000,-0.70000,-0.68544,2,-0.70,0.16181
1315,-0.70000,-0.70000,-0.69972,2,-0.70,0.09093
1320,-0.70000,-0.70000,-0.69972,2,-0.70,0.09531
1325,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59000
1330,-0.70000,-0.70000,-0.68544,2,-0.70,0.15217
1335,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00699
1340,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59559
1345,-0.70000,-0.70000,-0.69972,2,-0.70,0.00179
1350,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00535
1355,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59952
1360,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59013
1365,-0.70000,-0.70000,-0.68544,2,-0.70,0.12684
1370,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55581
1375,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00260
1380,-0.70000,-0.70000,-0.68544,2,-0.70,0.13430
1385,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55044
1390,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00323
1395,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00104
1400,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55520
1405,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60969
1410,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59063
1415,-0.70000,-0.70000,-0.68544,2,-0.70,0.13178
1420,-0.70000,-0.70000,-0.68544,2,-0.70,0.14088
1425,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59480
1430,-0.70000,-0.70000,-0.68544,2,-0.70,0.14174
1435,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55113
1440,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59505
1445,-0.70000,-0.70000,-0.69972,2,-0.70,0.00702
1450,-0.70000,-0.70000,-0.68544,2,-0.70,0.13343
1455,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65733
1460,-0.70000,-0.70000,-0.69972,2,-0.70,0.00694
1465,-0.70000,-0.70000,-0.68544,2,-0.70,0.14255
1470,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00226
1475,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57973
1480,-0.70000,-0.70000,-0.68544,2,-0.70,0.15576
1485,-0.70000,-0.70000,-0.69972,2,-0.70,0.09117
1490,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58235
1495,-0.70000,-0.70000,-0.69972,2,-0.70,0.00649
1500,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00222
1505,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60740
1510,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00769
1515,-0.70000,-0.70000,-0.68544,2,-0.70,0.12765
1520,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55828
1525,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59765
1530,-0.70000,-0.70000,-0.68544,2,-0.70,0.15379
1535,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00417
1540,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59585
1545,-0.70000,-0.70000,-0.69972,2,-0.70,0.00398
1550,-0.70000,-0.70000,-0.68544,2,-0.70,0.12544
1555,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61113
1560,-0.70000,-0.70000,-0.69972,2,-0.70,0.00857
1565,-0.70000,-0.70000,-0.68544,2,-0.70,0.12775
1570,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00842
1575,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58787
1580,-0.70000,-0.70000,-0.68544,2,-0.70,0.15074
1585,-0.70000,-0.70000,-0.68544,2,-0.70,0.13287
1590,-0.70000,-0.70000,-0.69972,2,-0.70,0.00598
1595,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58926
1600,-0.70000,-0.70000,-0.68544,2,-0.70,0.13193
1605,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60022
1610,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59082
1615,-0.70000,-0.70000,-0.68544,2,-0.70,0.13907
1620,-0.70000,-0.70000,-0.69972,2,-0.70,0.00175
1625,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58115
1630,-0.70000,-0.70000,-0.68544,2,-0.70,0.15444
1635,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00265
1640,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59156
1645,-0.70000,-0.70000,-0.69972,2,-0.70,0.00912
1650,-0.70000,-0.70000,-0.68544,2,-0.70,0.13268
1655,-0.70000,-0.70000,-0.72828,2,-0.70,-0.66130
1660,-0.70000,-0.70000,-0.68544,2,-0.70,0.14859
1665,-0.70000,-0.70000,-0.69972,2,-0.70,0.00093
1670,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00487
1675,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59100
1680,-0.70000,-0.70000,-0.68544,2,-0.70,0.14493
1685,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00850
1690,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60144
1695,-0.70000,-0.70000,-0.69972,2,-0.70,0.00535
1700,-0.70000,-0.70000,-0.68544,2,-0.70,0.13800
1705,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61866
1710,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00488
1715,-0.70000,-0.70000,-0.68544,2,-0.70,0.12856
1720,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55909
1725,-0.70000,-0.70000,-0.74256,2,-0.70,-0.71038
1730,-0.70000,-0.70000,-0.68544,2,-0.70,0.14714
1735,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00437
1740,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59085
1745,-0.70000,-0.70000,-0.68544,2,-0.70,0.14896
1750,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00476
1755,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60236
1760,-0.70000,-0.70000,-0.69972,2,-0.70,0.09478
1765,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00912
1770,-0.70000,-0.70000,-0.69972,2,-0.70,0.00277
1775,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59218
1780,-0.70000,-0.70000,-0.67116,2,-0.70,0.20283
1785,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00835
1790,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59506
1795,-0.70000,-0.70000,-0.68544,2,-0.70,0.14419
1800,-0.70000,-0.70000,-0.68544,2,-0.70,0.13079
1805,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60630
1810,-0.70000,-0.70000,-0.69972,2,-0.70,0.00886
1815,-0.70000,-0.70000,-0.68544,2,-0.70,0.13743
1820,-0.70000,-0.70000,-0.68544,2,-0.70,0.12855
1825,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59447
1830,-0.70000,-0.70000,-0.69972,2,-0.70,0.09120
1835,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56507
1840,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59779
1845,-0.70000,-0.70000,-0.69972,2,-0.70,0.09345
1850,-0.70000,-0.70000,-0.68544,2,-0.70,0.14017
1855,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58089
1860,-0.70000,-0.70000,-0.69972,2,-0.70,0.09782
1865,-0.70000,-0.70000,-0.68544,2,-0.70,0.14319
1870,-0.70000,-0.70000,-0.69972,2,-0.70,0.00372
1875,-0.70000,-0.70000,-0.69972,2,-0.70,0.00909
1880,-0.70000,-0.70000,-0.68544,2,-0.70,0.15246
1885,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00425
1890,-0.70000,-0.70000,-0.69972,2,-0.70,0.09813
1895,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57987
1900,-0.70000,-0.70000,-0.68544,2,-0.70,0.13202
1905,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59902
1910,-0.70000,-0.70000,-0.69972,2,-0.70,0.00811
1915,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00577
1920,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55187
1925,-0.70000,-0.70000,-0.74256,2,-0.70,-0.71659
1930,-0.70000,-0.70000,-0.68544,2,-0.70,0.14357
1935,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55197
1940,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55420
1945,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60213
1950,-0.70000,-0.70000,-0.68544,2,-0.70,0.12592
1955,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60491
1960,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58412
1965,-0.70000,-0.70000,-0.68544,2,-0.70,0.14035
1970,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00025
1975,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58613
1980,-0.70000,-0.70000,-0.68544,2,-0.70,0.14355
1985,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00236
1990,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59803
1995,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00582
2000,-0.70000,-0.70000,-0.68544,2,-0.70,0.12813
2005,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62182
2010,-0.70000,-0.70000,-0.67116,2,-0.70,0.18814
2015,-0.70000,-0.70000,-0.68544,2,-0.70,0.12614
2020,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55249
2025,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60339
2030,-0.70000,-0.70000,-0.67116,2,-0.70,0.20403
2035,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55719
2040,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59142
2045,-0.70000,-0.70000,-0.69972,2,-0.70,0.09837
2050,-0.70000,-0.70000,-0.68544,2,-0.70,0.16173
2055,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59009
2060,-0.70000,-0.70000,-0.69972,2,-0.70,0.10341
2065,-0.70000,-0.70000,-0.68544,2,-0.70,0.15325
2070,-0.70000,-0.70000,-0.68544,2,-0.70,0.13805
2075,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58078
2080,-0.70000,-0.70000,-0.68544,2,-0.70,0.15790
2085,-0.70000,-0.70000,-0.69972,2,-0.70,0.00328
2090,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58457
2095,-0.70000,-0.70000,-0.69972,2,-0.70,0.09612
2100,-0.70000,-0.70000,-0.68544,2,-0.70,0.13755
2105,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59618
2110,-0.70000,-0.70000,-0.68544,2,-0.70,0.15627
2115,-0.70000,-0.70000,-0.69972,2,-0.70,0.00041
2120,-0.70000,-0.70000,-0.69972,2,-0.70,0.09082
2125,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58381
2130,-0.70000,-0.70000,-0.62832,2,-0.70,0.37071
2135,-0.70000,-0.70000,-0.68544,2,-0.70,0.11352
2140,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60391
2145,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60174
2150,-0.70000,-0.70000,-0.68544,2,-0.70,0.11980
2155,-0.70000,-0.70000,-0.72828,2,-0.70,-0.67128
2160,-0.70000,-0.70000,-0.68544,2,-0.70,0.14166
2165,-0.70000,-0.70000,-0.68544,2,-0.70,0.13745
2170,-0.70000,-0.70000,-0.68544,2,-0.70,0.13600
2175,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58689
2180,-0.70000,-0.70000,-0.68544,2,-0.70,0.15995
2185,-0.70000,-0.70000,-0.69972,2,-0.70,0.00080
2190,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59000
2195,-0.70000,-0.70000,-0.69972,2,-0.70,0.09064
2200,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00213
2205,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59622
2210,-0.70000,-0.70000,-0.69972,2,-0.70,0.10000
2215,-0.70000,-0.70000,-0.68544,2,-0.70,0.14426
2220,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58617
2225,-0.70000,-0.70000,-0.69972,2,-0.70,0.09540
2230,-0.70000,-0.70000,-0.68544,2,-0.70,0.15680
2235,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55157
2240,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56835
2245,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57615
2250,-0.70000,-0.70000,-0.68544,2,-0.70,0.12106
2255,-0.70000,-0.70000,-0.71400,2,-0.70,-0.63765
2260,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55820
2265,-0.70000,-0.70000,-0.68544,2,-0.70,0.10552
2270,-0.70000,-0.70000,-0.68544,2,-0.70,0.12288
2275,-0.70000,-0.70000,-0.69972,2,-0.70,0.00009
2280,-0.70000,-0.70000,-0.68544,2,-0.70,0.14950
2285,-0.70000,-0.70000,-0.68544,2,-0.70,0.12677
2290,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60048
2295,-0.70000,-0.70000,-0.68544,2,-0.70,0.13579
2300,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55313
2305,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60563
2310,-0.70000,-0.70000,-0.69972,2,-0.70,0.00544
2315,-0.70000,-0.70000,-0.69972,2,-0.70,0.00042
2320,-0.70000,-0.70000,-0.69972,2,-0.70,0.00371
2325,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57349
2330,-0.70000,-0.70000,-0.68544,2,-0.70,0.15062
2335,-0.70000,-0.70000,-0.69972,2,-0.70,0.00922
2340,-0.70000,-0.70000,-0.69972,2,-0.70,0.09568
2345,-0.70000,-0.70000,-0.68544,2,-0.70,0.15389
2350,-0.70000,-0.70000,-0.68544,2,-0.70,0.14166
2355,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00752
2360,-0.70000,-0.70000,-0.69972,2,-0.70,0.09471
2365,-0.70000,-0.70000,-0.68544,2,-0.70,0.14734
2370,-0.70000,-0.70000,-0.68544,2,-0.70,0.14683
2375,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57965
2380,-0.70000,-0.70000,-0.68544,2,-0.70,0.16139
2385,-0.70000,-0.70000,-0.68544,2,-0.70,0.14384
2390,-0.70000,-0.70000,-0.74256,2,-0.70,-0.70876
2395,-0.70000,-0.70000,-0.69972,2,-0.70,0.00618
2400,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55900
2405,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60939
2410,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00999
2415,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55745
2420,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55254
2425,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00260
2430,-0.70000,-0.70000,-0.68544,2,-0.70,0.14478
2435,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00232
2440,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58292
2445,-0.70000,-0.70000,-0.69972,2,-0.70,0.09651
2450,-0.70000,-0.70000,-0.69972,2,-0.70,0.09049
2455,-0.70000,-0.70000,-0.72828,2,-0.70,-0.64330
2460,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58461
2465,-0.70000,-0.70000,-0.68544,2,-0.70,0.14060
2470,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60983
2475,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60919
2480,-0.70000,-0.70000,-0.68544,2,-0.70,0.13648
2485,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56777
2490,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62129
2495,-0.70000,-0.70000,-0.68544,2,-0.70,0.13294
2500,-0.70000,-0.70000,-0.68544,2,-0.70,0.09999
2505,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62168
2510,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00516
2515,-0.70000,-0.70000,-0.68544,2,-0.70,0.13447
2520,-0.70000,-0.70000,-0.69972,2,-0.70,0.00657
2525,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58323
2530,-0.70000,-0.70000,-0.67116,2,-0.70,0.21136
2535,-0.70000,-0.70000,-0.68544,2,-0.70,0.14686
2540,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58312
2545,-0.70000,-0.70000,-0.68544,2,-0.70,0.14818
2550,-0.70000,-0.70000,-0.68544,2,-0.70,0.12933
2555,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60766
2560,-0.70000,-0.70000,-0.69972,2,-0.70,0.00301
2565,-0.70000,-0.70000,-0.68544,2,-0.70,0.12946
2570,-0.70000,-0.70000,-0.68544,2,-0.70,0.12714
2575,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57702
2580,-0.70000,-0.70000,-0.68544,2,-0.70,0.15910
2585,-0.70000,-0.70000,-0.69972,2,-0.70,0.09146
2590,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56972
2595,-0.70000,-0.70000,-0.69972,2,-0.70,0.11266
2600,-0.70000,-0.70000,-0.68544,2,-0.70,0.15093
2605,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58016
2610,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57135
2615,-0.70000,-0.70000,-0.68544,2,-0.70,0.14459
2620,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00404
2625,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59107
2630,-0.70000,-0.70000,-0.68544,2,-0.70,0.14546
2635,-0.70000,-0.70000,-0.68544,2,-0.70,0.12252
2640,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59476
2645,-0.70000,-0.70000,-0.69972,2,-0.70,0.09164
2650,-0.70000,-0.70000,-0.68544,2,-0.70,0.12353
2655,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60996
2660,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59991
2665,-0.70000,-0.70000,-0.68544,2,-0.70,0.12273
2670,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55889
2675,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00770
2680,-0.70000,-0.70000,-0.67116,2,-0.70,0.20016
2685,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55521
2690,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60426
2695,-0.70000,-0.70000,-0.68544,2,-0.70,0.13589
2700,-0.70000,-0.70000,-0.68544,2,-0.70,0.12651
2705,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60827
2710,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58692
2715,-0.70000,-0.70000,-0.68544,2,-0.70,0.14412
2720,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00461
2725,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58375
2730,-0.70000,-0.70000,-0.68544,2,-0.70,0.15933
2735,-0.70000,-0.70000,-0.69972,2,-0.70,0.00635
2740,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58456
2745,-0.70000,-0.70000,-0.69972,2,-0.70,0.10529
2750,-0.70000,-0.70000,-0.68544,2,-0.70,0.14392
2755,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60044
2760,-0.70000,-0.70000,-0.69972,2,-0.70,0.09077
2765,-0.70000,-0.70000,-0.68544,2,-0.70,0.13890
2770,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55168
2775,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58879
2780,-0.70000,-0.70000,-0.68544,2,-0.70,0.14876
2785,-0.70000,-0.70000,-0.68544,2,-0.70,0.13707
2790,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58221
2795,-0.70000,-0.70000,-0.69972,2,-0.70,0.00885
2800,-0.70000,-0.70000,-0.68544,2,-0.70,0.12237
2805,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61045
2810,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00088
2815,-0.70000,-0.70000,-0.68544,2,-0.70,0.12663
2820,-0.70000,-0.70000,-0.68544,2,-0.70,0.11279
2825,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60172
2830,-0.70000,-0.70000,-0.68544,2,-0.70,0.14202
2835,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00772
2840,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59144
2845,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58464
2850,-0.70000,-0.70000,-0.68544,2,-0.70,0.13849
2855,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59676
2860,-0.70000,-0.70000,-0.69972,2,-0.70,0.09868
2865,-0.70000,-0.70000,-0.69972,2,-0.70,0.00808
2870,-0.70000,-0.70000,-0.69972,2,-0.70,0.00240
2875,-0.70000,-0.70000,-0.69972,2,-0.70,0.09327
2880,-0.70000,-0.70000,-0.69972,2,-0.70,0.09498
2885,-0.70000,-0.70000,-0.68544,2,-0.70,0.13283
2890,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59599
2895,-0.70000,-0.70000,-0.69972,2,-0.70,0.09404
2900,-0.70000,-0.70000,-0.68544,2,-0.70,0.13306
2905,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60798
2910,-0.70000,-0.70000,-0.69972,2,-0.70,0.00413
2915,-0.70000,-0.70000,-0.68544,2,-0.70,0.13251
2920,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00906
2925,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59678
2930,-0.70000,-0.70000,-0.68544,2,-0.70,0.14870
2935,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55090
2940,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60418
2945,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00392
2950,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55222
2955,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61675
2960,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59229
2965,-0.70000,-0.70000,-0.68544,2,-0.70,0.13795
2970,-0.70000,-0.70000,-0.69972,2,-0.70,0.00617
2975,-0.70000,-0.70000,-0.69972,2,-0.70,0.00850
2980,-0.70000,-0.70000,-0.69972,2,-0.70,0.09245
