==============================================================================
NEW TEST STARTED -> REFERENCE ANGLE: 0.0000 rad
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V)
975,-0.70000,-0.70000,-0.68544,2,-0.70,0.13625
980,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00125
985,-0.70000,-0.70000,-0.69972,2,-0.70,0.00054
990,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59719
995,-0.70000,-0.70000,-0.69972,2,-0.70,0.00712
1000,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59104
1005,-0.70000,-0.70000,-0.69972,2,-0.70,0.00700
1010,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55381
1015,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58800
1020,-0.70000,-0.70000,-0.69972,2,-0.70,0.09036
1025,-0.70000,-0.70000,-0.68544,2,-0.70,0.12652
1030,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60087
1035,-0.70000,-0.70000,-0.69972,2,-0.70,0.00920
1040,-0.70000,-0.70000,-0.68544,2,-0.70,0.12813
1045,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00834
1050,-0.70000,-0.70000,-0.69972,2,-0.70,0.00066
1055,-0.70000,-0.70000,-0.68544,2,-0.70,0.13758
1060,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62482
1065,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60339
1070,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59470
1075,-0.70000,-0.70000,-0.68544,2,-0.70,0.10568
1080,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60829
1085,-0.70000,-0.70000,-0.69972,2,-0.70,0.00591
1090,-0.70000,-0.70000,-0.68544,2,-0.70,0.14343
1095,-0.70000,-0.70000,-0.69972,2,-0.70,0.00417
1100,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60519
1105,-0.70000,-0.70000,-0.68544,2,-0.70,0.13847
1110,-0.70000,-0.70000,-0.68544,2,-0.70,0.13292
1115,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59485
1120,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58269
1125,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59027
1130,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58992
1135,-0.70000,-0.70000,-0.69972,2,-0.70,0.10419
1140,-0.70000,-0.70000,-0.68544,2,-0.70,0.14666
1145,-0.70000,-0.70000,-0.69972,2,-0.70,0.00210
1150,-0.70000,-0.70000,-0.68544,2,-0.70,0.14925
1155,-0.70000,-0.70000,-0.69972,2,-0.70,0.00452
1160,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60460
1165,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59918
1170,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55153
1175,-0.70000,-0.70000,-0.68544,2,-0.70,0.11956
1180,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62025
1185,-0.70000,-0.70000,-0.69972,2,-0.70,0.00480
1190,-0.70000,-0.70000,-0.68544,2,-0.70,0.13906
1195,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00006
1200,-0.70000,-0.70000,-0.69972,2,-0.70,0.09163
1205,-0.70000,-0.70000,-0.68544,2,-0.70,0.15051
1210,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00615
1215,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59866
1220,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58985
1225,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00774
1230,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61240
1235,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55099
1240,-0.70000,-0.70000,-0.68544,2,-0.70,0.13006
1245,-0.70000,-0.70000,-0.69972,2,-0.70,0.00564
1250,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57290
1255,-0.70000,-0.70000,-0.68544,2,-0.70,0.15456
1260,-0.70000,-0.70000,-0.69972,2,-0.70,0.09768
1265,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58888
1270,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00307
1275,-0.70000,-0.70000,-0.68544,2,-0.70,0.12439
1280,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60676
1285,-0.70000,-0.70000,-0.68544,2,-0.70,0.14928
1290,-0.70000,-0.70000,-0.69972,2,-0.70,0.00190
1295,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00194
1300,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58743
1305,-0.70000,-0.70000,-0.68544,2,-0.70,0.14314
1310,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00428
1315,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59892
1320,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00406
1325,-0.70000,-0.70000,-0.68544,2,-0.70,0.12193
1330,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61871
1335,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00462
1340,-0.70000,-0.70000,-0.68544,2,-0.70,0.13517
1345,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59500
1350,-0.70000,-0.70000,-0.69972,2,-0.70,0.09924
1355,-0.70000,-0.70000,-0.69972,2,-0.70,0.10122
1360,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59637
1365,-0.70000,-0.70000,-0.69972,2,-0.70,0.00891
1370,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58597
1375,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00455
1380,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65913
1385,-0.70000,-0.70000,-0.69972,2,-0.70,0.09112
1390,-0.70000,-0.70000,-0.68544,2,-0.70,0.13312
1395,-0.70000,-0.70000,-0.69972,2,-0.70,0.00171
1400,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59876
1405,-0.70000,-0.70000,-0.67116,2,-0.70,0.19386
1410,-0.70000,-0.70000,-0.72828,2,-0.70,-0.67224
1415,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00600
1420,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59684
1425,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55203
1430,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61025
1435,-0.70000,-0.70000,-0.64260,2,-0.70,0.31548
1440,-0.70000,-0.70000,-0.68544,2,-0.70,0.12998
1445,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60851
1450,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59275
1455,-0.70000,-0.70000,-0.68544,2,-0.70,0.12820
1460,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00695
1465,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59993
1470,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00737
1475,-0.70000,-0.70000,-0.68544,2,-0.70,0.13723
1480,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60192
1485,-0.70000,-0.70000,-0.69972,2,-0.70,0.09298
1490,-0.70000,-0.70000,-0.69972,2,-0.70,0.00263
1495,-0.70000,-0.70000,-0.69972,2,-0.70,0.00811
1500,-0.70000,-0.70000,-0.69972,2,-0.70,0.11080
1505,-0.70000,-0.70000,-0.68544,2,-0.70,0.16605
1510,-0.70000,-0.70000,-0.79968,2,-0.70,-0.93506
1515,-0.70000,-0.70000,-0.69972,2,-0.70,0.10810
1520,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59616
1525,-0.70000,-0.70000,-0.68544,2,-0.70,0.13491
1530,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60104
1535,-0.70000,-0.70000,-0.69972,2,-0.70,0.00953
1540,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55064
1545,-0.70000,-0.70000,-0.69972,2,-0.70,0.10320
1550,-0.70000,-0.70000,-0.72828,2,-0.70,-0.63713
1555,-0.70000,-0.70000,-0.68544,2,-0.70,0.12442
1560,-0.70000,-0.70000,-0.69972,2,-0.70,-0.57982
1565,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62768
1570,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56278
1575,-0.70000,-0.70000,-0.69972,2,-0.70,-0.57175
1580,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62640
1585,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00988
1590,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55962
1595,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55762
1600,-0.70000,-0.70000,-0.68544,2,-0.70,0.13108
1605,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61336
1610,-0.70000,-0.70000,-0.68544,2,-0.70,0.11804
1615,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58321
1620,-0.70000,-0.70000,-0.69972,2,-0.70,-0.58945
1625,-0.70000,-0.70000,-0.68544,2,-0.70,0.12490
1630,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58934
1635,-0.70000,-0.70000,-0.69972,2,-0.70,0.12373
1640,-0.70000,-0.70000,-0.68544,2,-0.70,0.17749
1645,-0.70000,-0.70000,-0.69972,2,-0.70,0.11418
1650,-0.70000,-0.70000,-0.69972,2,-0.70,0.10997
1655,-0.70000,-0.70000,-0.68544,2,-0.70,0.16852
1660,-0.70000,-0.70000,-0.69972,2,-0.70,0.00011
1665,-0.70000,-0.70000,-0.69972,2,-0.70,0.09223
1670,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58175
1675,-0.70000,-0.70000,-0.69972,2,-0.70,0.00137
1680,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65238
1685,-0.70000,-0.70000,-0.67116,2,-0.70,0.20150
1690,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00296
1695,-0.70000,-0.70000,-0.68544,2,-0.70,0.14026
1700,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59355
1705,-0.70000,-0.70000,-0.68544,2,-0.70,0.14064
1710,-0.70000,-0.70000,-0.69972,2,-0.70,0.09369
1715,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60447
1720,-0.70000,-0.70000,-0.69972,2,-0.70,0.00700
1725,-0.70000,-0.70000,-0.68544,2,-0.70,0.12991
1730,-0.70000,-0.70000,-0.75684,2,-0.70,-0.77988
1735,-0.70000,-0.70000,-0.44268,2,-0.70,1.11847
1740,-0.70000,-0.70000,-0.68544,2,-0.70,0.13320
1745,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60767
1750,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59003
1755,-0.70000,-0.70000,-0.69972,2,-0.70,0.00858
1760,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59184
1765,-0.70000,-0.70000,-0.69972,2,-0.70,0.09313
1770,-0.70000,-0.70000,-0.69972,2,-0.70,0.09150
1775,-0.70000,-0.70000,-0.68544,2,-0.70,0.14495
1780,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65207
1785,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57951
1790,-0.70000,-0.70000,-0.69972,2,-0.70,0.00509
1795,-0.70000,-0.70000,-0.69972,2,-0.70,0.11671
1800,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56152
1805,-0.70000,-0.70000,-0.69972,2,-0.70,0.12595
1810,-0.70000,-0.70000,-0.69972,2,-0.70,0.10256
1815,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56941
1820,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56652
1825,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60379
1830,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57580
1835,-0.70000,-0.70000,-0.71400,2,-0.70,-0.00274
1840,-0.70000,-0.70000,-0.69972,2,-0.70,-0.59340
1845,-0.70000,-0.70000,-0.69972,2,-0.70,0.19188
1850,-0.70000,-0.70000,-0.71400,2,-0.70,-0.55941
1855,-0.70000,-0.70000,-0.69972,2,-0.70,-0.59949
1860,-0.70000,-0.70000,-0.69972,2,-0.70,-0.65537
1865,-0.70000,-0.70000,-0.71400,2,-0.70,-0.71319
1870,-0.70000,-0.70000,-0.69972,2,-0.70,-0.64435
1875,-0.70000,-0.70000,-0.69972,2,-0.70,-0.61841
1880,-0.70000,-0.70000,-0.69972,2,-0.70,-0.59734
1885,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61712
1890,-0.70000,-0.70000,-0.68544,2,-0.70,0.11420
1895,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55724
1900,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59710
1905,-0.70000,-0.70000,-0.69972,2,-0.70,0.09750
1910,-0.70000,-0.70000,-0.68544,2,-0.70,0.15114
1915,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57897
1920,-0.70000,-0.70000,-0.69972,2,-0.70,0.10275
1925,-0.70000,-0.70000,-0.72828,2,-0.70,-0.63938
1930,-0.70000,-0.70000,-0.69972,2,-0.70,0.00961
1935,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58696
1940,-0.70000,-0.70000,-0.68544,2,-0.70,0.15148
1945,-0.70000,-0.70000,-0.69972,2,-0.70,0.09299
1950,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57589
1955,-0.70000,-0.70000,-0.68544,2,-0.70,0.16623
1960,-0.70000,-0.70000,-0.69972,2,-0.70,0.09574
1965,-0.70000,-0.70000,-0.69972,2,-0.70,0.09445
1970,-0.70000,-0.70000,-0.59976,2,-0.70,0.49733
1975,-0.70000,-0.70000,-0.68544,2,-0.70,0.14135
1980,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59674
1985,-0.70000,-0.70000,-0.69972,2,-0.70,0.00375
1990,-0.70000,-0.70000,-0.68544,2,-0.70,0.14598
1995,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60499
2000,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59452
2005,-0.70000,-0.70000,-0.69972,2,-0.70,0.00698
2010,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60400
2015,-0.70000,-0.70000,-0.67116,2,-0.70,0.18879
2020,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58985
2025,-0.70000,-0.70000,-0.68544,2,-0.70,0.13376
2030,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59319
2035,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60534
2040,-0.70000,-0.70000,-0.69972,2,-0.70,0.09207
2045,-0.70000,-0.70000,-0.69972,2,-0.70,0.00969
2050,-0.70000,-0.70000,-0.67116,2,-0.70,0.22647
2055,-0.70000,-0.70000,-0.68544,2,-0.70,0.17334
2060,-0.70000,-0.70000,-0.68544,2,-0.70,0.14970
2065,-0.70000,-0.70000,-0.69972,2,-0.70,0.11295
2070,-0.70000,-0.70000,-0.62832,2,-0.70,0.39894
2075,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00162
2080,-0.70000,-0.70000,-0.71400,2,-0.70,-0.00909
2085,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57510
2090,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56846
2095,-0.70000,-0.70000,-0.69972,2,-0.70,-0.59147
2100,-0.70000,-0.70000,-0.71400,2,-0.70,-0.63546
2105,-0.70000,-0.70000,-0.69972,2,-0.70,-0.58323
2110,-0.70000,-0.70000,-0.69972,2,-0.70,-0.57517
2115,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61111
2120,-0.70000,-0.70000,-0.67116,2,-0.70,0.18492
2125,-0.70000,-0.70000,-0.69972,2,-0.70,0.10858
2130,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58287
2135,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56937
2140,-0.70000,-0.70000,-0.69972,2,-0.70,0.09741
2145,-0.70000,-0.70000,-0.69972,2,-0.70,0.09293
2150,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57576
2155,-0.70000,-0.70000,-0.69972,2,-0.70,0.10117
2160,-0.70000,-0.70000,-0.69972,2,-0.70,0.11170
2165,-0.70000,-0.70000,-0.72828,2,-0.70,-0.62252
2170,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57399
2175,-0.70000,-0.70000,-0.68544,2,-0.70,0.12127
2180,-0.70000,-0.70000,-0.72828,2,-0.70,-0.64265
2185,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55828
2190,-0.70000,-0.70000,-0.68544,2,-0.70,0.09018
2195,-0.70000,-0.70000,-0.69972,2,-0.70,-0.60236
2200,-0.70000,-0.70000,-0.71400,2,-0.70,-0.64763
2205,-0.70000,-0.70000,-0.69972,2,-0.70,-0.57014
2210,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56938
2215,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60901
2220,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59324
2225,-0.70000,-0.70000,-0.68544,2,-0.70,0.13020
2230,-0.70000,-0.70000,-0.72828,2,-0.70,-0.63934
2235,-0.70000,-0.70000,-0.72828,2,-0.70,-0.64369
2240,-0.70000,-0.70000,-0.68544,2,-0.70,0.13490
2245,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55458
2250,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60639
2255,-0.70000,-0.70000,-0.68544,2,-0.70,0.13937
2260,-0.70000,-0.70000,-0.68544,2,-0.70,0.13053
2265,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60218
2270,-0.70000,-0.70000,-0.68544,2,-0.70,0.14683
2275,-0.70000,-0.70000,-0.68544,2,-0.70,0.13099
2280,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60792
2285,-0.70000,-0.70000,-0.69972,2,-0.70,0.10049
2290,-0.70000,-0.70000,-0.69972,2,-0.70,0.00684
2295,-0.70000,-0.70000,-0.69972,2,-0.70,0.00861
2300,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57604
2305,-0.70000,-0.70000,-0.68544,2,-0.70,0.15722
2310,-0.70000,-0.70000,-0.69972,2,-0.70,0.00152
2315,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60120
2320,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59432
2325,-0.70000,-0.70000,-0.68544,2,-0.70,0.13340
2330,-0.70000,-0.70000,-0.72828,2,-0.70,-0.67164
2335,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58810
2340,-0.70000,-0.70000,-0.69972,2,-0.70,0.00170
2345,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61129
2350,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58473
2355,-0.70000,-0.70000,-0.69972,2,-0.70,0.10579
2360,-0.70000,-0.70000,-0.69972,2,-0.70,0.00926
2365,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58255
2370,-0.70000,-0.70000,-0.69972,2,-0.70,0.10321
2375,-0.70000,-0.70000,-0.68544,2,-0.70,0.13284
2380,-0.70000,-0.70000,-0.72828,2,-0.70,-0.66126
2385,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59995
2390,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56171
2395,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62460
2400,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56447
2405,-0.70000,-0.70000,-0.65688,2,-0.70,0.23499
2410,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56833
2415,-0.70000,-0.70000,-0.72828,2,-0.70,-0.67028
2420,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00675
2425,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55432
2430,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62168
2435,-0.70000,-0.70000,-0.68544,2,-0.70,0.14019
2440,-0.70000,-0.70000,-0.68544,2,-0.70,0.12826
2445,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55026
2450,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59065
2455,-0.70000,-0.70000,-0.69972,2,-0.70,0.09145
2460,-0.70000,-0.70000,-0.69972,2,-0.70,0.00902
2465,-0.70000,-0.70000,-0.62832,2,-0.70,0.38294
2470,-0.70000,-0.70000,-0.69972,2,-0.70,0.10715
2475,-0.70000,-0.70000,-0.69972,2,-0.70,0.09412
2480,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58632
2485,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56839
2490,-0.70000,-0.70000,-0.69972,2,-0.70,0.00657
2495,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59938
2500,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58098
2505,-0.70000,-0.70000,-0.68544,2,-0.70,0.15412
2510,-0.70000,-0.70000,-0.69972,2,-0.70,0.00895
2515,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56035
2520,-0.70000,-0.70000,-0.71400,2,-0.70,-0.56976
2525,-0.70000,-0.70000,-0.68544,2,-0.70,0.12617
2530,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60892
2535,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59858
2540,-0.70000,-0.70000,-0.68544,2,-0.70,0.12942
2545,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59415
2550,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58627
2555,-0.70000,-0.70000,-0.69972,2,-0.70,0.00182
2560,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00624
2565,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60212
2570,-0.70000,-0.70000,-0.68544,2,-0.70,0.11730
2575,-0.70000,-0.70000,-0.69972,2,-0.70,0.10459
2580,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65929
2585,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56503
2590,-0.70000,-0.70000,-0.69972,2,-0.70,-0.58344
2595,-0.70000,-0.70000,-0.69972,2,-0.70,-0.59173
2600,-0.70000,-0.70000,-0.71400,2,-0.70,-0.62929
2605,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56147
2610,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55875
2615,-0.70000,-0.70000,-0.69972,2,-0.70,0.00363
2620,-0.70000,-0.70000,-0.72828,2,-0.70,-0.63992
2625,-0.70000,-0.70000,-0.69972,2,-0.70,0.00803
2630,-0.70000,-0.70000,-0.68544,2,-0.70,0.13240
2635,-0.70000,-0.70000,-0.69972,2,-0.70,0.09657
2640,-0.70000,-0.70000,-0.69972,2,-0.70,0.00967
2645,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60093
2650,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58312
2655,-0.70000,-0.70000,-0.68544,2,-0.70,0.14544
2660,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00314
2665,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59420
2670,-0.70000,-0.70000,-0.69972,2,-0.70,0.09223
2675,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60103
2680,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58992
2685,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58624
2690,-0.70000,-0.70000,-0.64260,2,-0.70,0.29779
2695,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60517
2700,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60010
2705,-0.70000,-0.70000,-0.68544,2,-0.70,0.14211
2710,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59920
2715,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59943
2720,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00084
2725,-0.70000,-0.70000,-0.69972,2,-0.70,0.00843
2730,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60794
2735,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60209
2740,-0.70000,-0.70000,-0.69972,2,-0.70,0.09084
2745,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59182
2750,-0.70000,-0.70000,-0.69972,2,-0.70,0.00448
2755,-0.70000,-0.70000,-0.68544,2,-0.70,0.13255
2760,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55718
2765,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59691
2770,-0.70000,-0.70000,-0.68544,2,-0.70,0.14182
2775,-0.70000,-0.70000,-0.68544,2,-0.70,0.12982
2780,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60442
2785,-0.70000,-0.70000,-0.68544,2,-0.70,0.13603
2790,-0.70000,-0.70000,-0.69972,2,-0.70,0.00108
2795,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55553
2800,-0.70000,-0.70000,-0.71400,2,-0.70,-0.55991
2805,-0.70000,-0.70000,-0.68544,2,-0.70,0.15352
2810,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55175
2815,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59970
2820,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00992
2825,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55649
2830,-0.70000,-0.70000,-0.72828,2,-0.70,-0.66370
2835,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59387
2840,-0.70000,-0.70000,-0.69972,2,-0.70,0.00150
2845,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00180
2850,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58406
2855,-0.70000,-0.70000,-0.68544,2,-0.70,0.14863
2860,-0.70000,-0.70000,-0.69972,2,-0.70,0.09143
2865,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57431
2870,-0.70000,-0.70000,-0.68544,2,-0.70,0.15997
2875,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00100
2880,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59408
2885,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58707
2890,-0.70000,-0.70000,-0.68544,2,-0.70,0.12490
2895,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55006
2900,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61165
2905,-0.70000,-0.70000,-0.68544,2,-0.70,0.12412
2910,-0.70000,-0.70000,-0.68544,2,-0.70,0.10876
2915,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55414
2920,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00733
2925,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55829
2930,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61160
2935,-0.70000,-0.70000,-0.68544,2,-0.70,0.13675
2940,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00882
2945,-0.70000,-0.70000,-0.72828,2,-0.70,-0.66176
2950,-0.70000,-0.70000,-0.69972,2,-0.70,0.09096
2955,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57110
2960,-0.70000,-0.70000,-0.69972,2,-0.70,0.09345
2965,-0.70000,-0.70000,-0.71400,2,-0.70,-0.57026
2970,-0.70000,-0.70000,-0.68544,2,-0.70,0.16387
2975,-0.70000,-0.70000,-0.69972,2,-0.70,0.00554
2980,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58794
2985,-0.70000,-0.70000,-0.71400,2,-0.70,-0.58829
2990,-0.70000,-0.70000,-0.68544,2,-0.70,0.13677
2995,-0.70000,-0.70000,-0.69972,2,-0.70,-0.55462
3000,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59531
3005,-0.70000,-0.70000,-0.68544,2,-0.70,0.14568
3010,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00644
3015,-0.70000,-0.70000,-0.72828,2,-0.70,-0.65423
3020,-0.70000,-0.70000,-0.71400,2,-0.70,-0.59050
3025,-0.70000,-0.70000,-0.69972,2,-0.70,-0.00556
3030,-0.70000,-0.70000,-0.71400,2,-0.70,-0.61015
3035,-0.70000,-0.70000,-0.71400,2,-0.70,-0.60959
3040,-0.70000,-0.70000,-0.69972,2,-0.70,-0.56969
