==============================================================================
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V),Ball
450,0.00000,0.00000,-0.07140,1,-1.00,-0.83096,805.00
455,0.00000,0.00000,0.00000,1,-1.00,0.09208,324.00
460,0.00000,0.00000,0.00000,1,-1.00,-0.58593,159.00
465,0.00000,0.00000,-0.05712,1,-1.00,-0.80657,727.00
470,0.00000,0.00000,-0.01428,1,-1.00,-0.58559,597.00
475,0.00000,0.00000,0.04284,1,-1.00,0.20855,109.00
480,0.00000,0.00000,-0.04284,1,-1.00,-0.75623,527.00
485,0.00000,0.00000,-0.04284,1,-1.00,-0.71009,763.00
490,0.00000,0.00000,0.02856,1,-1.00,0.18639,170.00
495,0.00000,0.00000,-0.01428,1,-1.00,-0.63951,316.00
500,0.00000,0.00000,-0.02856,1,-1.00,-0.65871,799.00
505,0.00000,0.00000,0.09996,1,-1.00,0.51126,317.00
510,0.00000,0.00000,0.01428,1,-1.00,0.11287,155.00
515,0.00000,0.00000,-0.04284,1,-1.00,-0.71904,720.00
520,0.00000,0.00000,-0.02856,1,-1.00,-0.64032,601.00
525,0.00000,0.00000,0.02856,1,-1.00,0.18468,101.00
530,0.00000,0.00000,-0.02856,1,-1.00,-0.68980,553.00
535,0.00000,0.00000,-0.02856,1,-1.00,-0.65265,753.00
540,0.00000,0.00000,0.02856,1,-1.00,0.18920,161.00
545,0.00000,0.00000,-0.01428,1,-1.00,-0.64590,309.00
550,0.00000,0.00000,-0.04284,1,-1.00,-0.71196,791.00
555,0.00000,0.00000,0.01428,1,-1.00,0.15189,308.00
560,0.00000,0.00000,0.00000,1,-1.00,-0.57641,150.00
565,0.00000,0.00000,-0.05712,1,-1.00,-0.78652,714.00
570,0.00000,0.00000,-0.01428,1,-1.00,-0.56905,593.00
575,0.00000,0.00000,0.02856,1,-1.00,0.20142,94.00
580,0.00000,0.00000,-0.04284,1,-1.00,-0.71120,517.00
585,0.00000,0.00000,-0.04284,1,-1.00,-0.65143,745.00
590,0.00000,0.00000,0.01428,1,-1.00,0.17376,155.00
595,0.00000,0.00000,-0.01428,1,-1.00,-0.60806,304.00
600,0.00000,0.00000,-0.05712,1,-1.00,-0.73611,786.00
605,0.00000,0.00000,0.01428,1,-1.00,0.17245,298.00
